anonymous_user_id,order_count,charging_kwh,amount_paid,first_charge_date,last_charge_date,active_days,active_months
ANON_USER_08887,1,61.009,59.79,2024-10-28,2024-10-28,1,1
ANON_USER_08888,1,42.68,46.1,2024-11-23,2024-11-23,1,1
ANON_USER_08890,1,32.577,31.93,2024-09-15,2024-09-15,1,1
ANON_USER_08891,1,7.715,8.33,2024-11-27,2024-11-27,1,1
ANON_USER_08893,1,34.474,33.79,2024-09-30,2024-09-30,1,1
ANON_USER_08894,1,14.655,14.36,2024-10-07,2024-10-07,1,1
ANON_USER_08895,1,33.874,33.2,2024-10-05,2024-10-05,1,1
ANON_USER_08896,1,17.809,17.45,2024-10-01,2024-10-01,1,1
ANON_USER_08898,1,33.917,33.24,2024-09-01,2024-09-01,1,1
ANON_USER_08899,1,9.497,9.8,2024-11-09,2024-11-09,1,1
ANON_USER_08900,1,17.701,17.35,2024-10-03,2024-10-03,1,1
ANON_USER_08901,1,15.383,9.87,2024-12-16,2024-12-16,1,1
ANON_USER_08903,1,37.836,25.73,2024-11-15,2024-11-15,1,1
ANON_USER_08904,1,9.644,10.33,2024-11-12,2024-11-12,1,1
ANON_USER_08906,1,21.323,20.9,2024-08-20,2024-08-20,1,1
ANON_USER_08907,1,18.529,20.01,2024-11-09,2024-11-09,1,1
ANON_USER_08908,1,40.849,37.91,2024-10-18,2024-10-18,1,1
ANON_USER_08909,1,27.784,27.23,2024-08-22,2024-08-22,1,1
ANON_USER_08911,1,16.101,15.78,2024-08-05,2024-08-05,1,1
ANON_USER_08914,1,47.245,46.3,2024-09-21,2024-09-21,1,1
ANON_USER_08915,1,32.494,35.1,2024-12-18,2024-12-18,1,1
ANON_USER_08916,1,99.537,97.54,2024-09-14,2024-09-14,1,1
ANON_USER_08917,1,15.309,16.54,2024-11-26,2024-11-26,1,1
ANON_USER_08919,1,19.946,19.55,2024-07-24,2024-07-24,1,1
ANON_USER_08920,1,40.218,39.42,2024-10-05,2024-10-05,1,1
ANON_USER_08922,1,15.58,12.15,2024-10-31,2024-10-31,1,1
ANON_USER_08923,1,9.468,7.38,2024-11-28,2024-11-28,1,1
ANON_USER_08924,1,36.006,24.48,2024-12-14,2024-12-14,1,1
ANON_USER_08925,1,29.012,28.43,2024-09-09,2024-09-09,1,1
ANON_USER_08926,1,31.388,30.52,2024-10-31,2024-10-31,1,1
ANON_USER_08927,1,36.556,35.82,2024-10-04,2024-10-04,1,1
ANON_USER_08931,1,6.8,7.34,2024-12-19,2024-12-19,1,1
ANON_USER_08932,1,19.904,19.5,2024-09-13,2024-09-13,1,1
ANON_USER_08935,1,28.624,13.74,2024-12-31,2024-12-31,1,1
ANON_USER_08936,1,60.129,58.93,2024-09-30,2024-09-30,1,1
ANON_USER_08937,1,36.357,35.63,2024-08-05,2024-08-05,1,1
ANON_USER_08938,1,26.332,25.81,2024-10-06,2024-10-06,1,1
ANON_USER_08939,1,29.152,28.57,2024-07-27,2024-07-27,1,1
ANON_USER_08941,1,26.866,26.33,2024-10-05,2024-10-05,1,1
ANON_USER_08942,1,31.72,31.72,2024-08-06,2024-08-06,1,1
ANON_USER_08943,1,18.661,18.28,2024-10-04,2024-10-04,1,1
ANON_USER_08944,1,56.405,55.27,2024-10-06,2024-10-06,1,1
ANON_USER_08946,1,9.035,9.76,2024-12-11,2024-12-11,1,1
ANON_USER_08949,1,39.593,38.8,2024-10-02,2024-10-02,1,1
ANON_USER_08950,1,16.27,15.94,2024-08-14,2024-08-14,1,1
ANON_USER_08953,1,23.058,22.59,2024-10-05,2024-10-05,1,1
ANON_USER_08954,1,26.486,25.96,2024-08-20,2024-08-20,1,1
ANON_USER_08956,1,52.658,51.6,2024-08-11,2024-08-11,1,1
ANON_USER_08957,1,7.919,7.76,2024-10-03,2024-10-03,1,1
ANON_USER_08958,1,12.803,13.83,2024-11-05,2024-11-05,1,1
ANON_USER_08960,1,45.353,44.45,2024-07-26,2024-07-26,1,1
ANON_USER_08962,1,34.708,34.02,2024-08-17,2024-08-17,1,1
ANON_USER_08963,1,10.241,7.98,2024-10-16,2024-10-16,1,1
ANON_USER_08967,1,42.21,41.37,2024-07-29,2024-07-29,1,1
ANON_USER_08968,1,19.723,19.33,2024-08-05,2024-08-05,1,1
ANON_USER_08969,1,47.819,46.87,2024-08-17,2024-08-17,1,1
ANON_USER_08970,1,11.385,11.16,2024-10-02,2024-10-02,1,1
ANON_USER_08971,1,31.593,30.97,2024-10-17,2024-10-17,1,1
ANON_USER_08973,1,34.905,30.26,2024-12-29,2024-12-29,1,1
ANON_USER_08975,1,47.033,46.09,2024-07-25,2024-07-25,1,1
ANON_USER_08976,1,32.373,31.72,2024-10-16,2024-10-16,1,1
ANON_USER_08978,1,45.219,39.79,2024-11-24,2024-11-24,1,1
ANON_USER_08979,1,6.967,7.52,2024-11-11,2024-11-11,1,1
ANON_USER_08980,1,3.693,3.99,2024-11-21,2024-11-21,1,1
ANON_USER_08982,1,69.442,68.06,2024-09-29,2024-09-29,1,1
ANON_USER_08983,1,28.269,27.7,2024-08-23,2024-08-23,1,1
ANON_USER_08984,1,17.187,16.84,2024-08-05,2024-08-05,1,1
ANON_USER_08985,1,17.185,16.84,2024-09-30,2024-09-30,1,1
ANON_USER_08987,1,57.583,56.43,2024-08-21,2024-08-21,1,1
ANON_USER_08988,1,4.026,3.94,2024-09-10,2024-09-10,1,1
ANON_USER_08989,1,46.652,50.38,2024-11-01,2024-11-01,1,1
ANON_USER_08990,1,39.181,42.31,2024-07-21,2024-07-21,1,1
ANON_USER_08991,1,38.385,37.62,2024-10-06,2024-10-06,1,1
ANON_USER_08992,1,25.956,25.44,2024-07-29,2024-07-29,1,1
ANON_USER_08993,1,36.236,35.51,2024-10-29,2024-10-29,1,1
ANON_USER_08995,1,62.124,60.88,2024-09-30,2024-09-30,1,1
ANON_USER_08996,1,23.043,22.58,2024-09-21,2024-09-21,1,1
ANON_USER_08997,1,21.217,22.91,2024-11-10,2024-11-10,1,1
ANON_USER_08999,1,17.762,17.41,2024-10-01,2024-10-01,1,1
ANON_USER_09000,1,69.377,74.93,2025-01-06,2025-01-06,1,1
ANON_USER_09003,1,10.274,11.09,2025-01-05,2025-01-05,1,1
ANON_USER_09005,1,35.451,34.75,2024-10-07,2024-10-07,1,1
ANON_USER_09006,1,33.143,32.48,2024-10-27,2024-10-27,1,1
ANON_USER_09007,1,25.869,20.18,2024-11-04,2024-11-04,1,1
ANON_USER_09008,1,46.363,45.44,2024-08-06,2024-08-06,1,1
ANON_USER_09009,1,15.545,15.23,2024-10-01,2024-10-01,1,1
ANON_USER_09010,1,20.864,22.53,2024-12-28,2024-12-28,1,1
ANON_USER_09012,1,33.486,32.82,2024-08-29,2024-08-29,1,1
ANON_USER_09016,1,26.31,25.78,2024-08-16,2024-08-16,1,1
ANON_USER_09017,1,12.918,13.95,2024-12-02,2024-12-02,1,1
ANON_USER_09018,1,26.937,26.39,2024-10-06,2024-10-06,1,1
ANON_USER_09019,1,19.173,18.79,2024-10-27,2024-10-27,1,1
ANON_USER_09020,1,17.378,17.03,2024-10-04,2024-10-04,1,1
ANON_USER_09023,1,23.151,22.69,2024-09-27,2024-09-27,1,1
ANON_USER_09025,1,53.554,57.84,2025-01-01,2025-01-01,1,1
ANON_USER_09026,1,20.93,20.51,2024-10-07,2024-10-07,1,1
ANON_USER_09027,1,48.058,51.9,2024-11-25,2024-11-25,1,1
ANON_USER_09028,1,17.967,17.61,2024-09-06,2024-09-06,1,1
ANON_USER_09030,1,34.72,23.61,2024-12-12,2024-12-12,1,1
ANON_USER_09032,1,18.376,19.85,2025-01-03,2025-01-03,1,1
ANON_USER_09033,1,36.003,35.28,2024-09-16,2024-09-16,1,1
ANON_USER_09034,1,27.728,29.95,2024-12-15,2024-12-15,1,1
ANON_USER_09035,1,63.059,61.79,2024-09-20,2024-09-20,1,1
ANON_USER_09037,1,22.894,22.44,2024-10-19,2024-10-19,1,1
ANON_USER_09039,1,29.422,20.0,2024-10-27,2024-10-27,1,1
ANON_USER_09040,1,24.029,23.55,2024-07-26,2024-07-26,1,1
ANON_USER_09041,1,17.525,15.93,2024-12-29,2024-12-29,1,1
ANON_USER_09042,1,11.545,12.47,2025-01-03,2025-01-03,1,1
ANON_USER_09045,1,12.398,12.15,2024-10-20,2024-10-20,1,1
ANON_USER_09046,1,24.992,27.0,2024-12-15,2024-12-15,1,1
ANON_USER_09048,1,49.8,48.8,2024-08-13,2024-08-13,1,1
ANON_USER_09050,1,31.828,31.2,2024-09-14,2024-09-14,1,1
ANON_USER_09052,1,27.723,27.17,2024-10-06,2024-10-06,1,1
ANON_USER_09054,1,60.529,65.37,2024-12-15,2024-12-15,1,1
ANON_USER_09055,1,15.55,15.24,2024-09-30,2024-09-30,1,1
ANON_USER_09056,1,17.084,18.45,2024-11-15,2024-11-15,1,1
ANON_USER_09057,1,7.92,7.76,2024-08-08,2024-08-08,1,1
ANON_USER_09058,1,8.096,7.94,2024-10-01,2024-10-01,1,1
ANON_USER_09060,1,23.976,23.5,2024-08-07,2024-08-07,1,1
ANON_USER_09061,1,30.51,32.95,2024-11-05,2024-11-05,1,1
ANON_USER_09063,1,14.086,13.81,2024-07-30,2024-07-30,1,1
ANON_USER_09066,1,44.751,43.86,2024-09-13,2024-09-13,1,1
ANON_USER_09067,1,47.13,46.19,2024-09-22,2024-09-22,1,1
ANON_USER_09068,1,13.66,13.38,2024-08-09,2024-08-09,1,1
ANON_USER_09070,1,88.529,42.49,2024-12-27,2024-12-27,1,1
ANON_USER_09071,1,49.435,53.39,2024-11-05,2024-11-05,1,1
ANON_USER_09072,1,28.436,27.86,2024-10-01,2024-10-01,1,1
ANON_USER_09073,1,19.023,20.54,2024-11-12,2024-11-12,1,1
ANON_USER_09074,1,17.259,16.91,2024-08-19,2024-08-19,1,1
ANON_USER_09075,1,16.35,17.66,2024-11-16,2024-11-16,1,1
ANON_USER_09076,1,48.499,47.53,2024-08-09,2024-08-09,1,1
ANON_USER_09077,1,19.69,19.3,2024-09-25,2024-09-25,1,1
ANON_USER_09078,1,53.331,52.27,2024-09-22,2024-09-22,1,1
ANON_USER_09079,1,29.772,29.17,2024-10-06,2024-10-06,1,1
ANON_USER_09080,1,7.603,7.45,2024-10-01,2024-10-01,1,1
ANON_USER_09081,1,20.188,21.8,2024-12-09,2024-12-09,1,1
ANON_USER_09082,1,8.126,7.96,2024-08-16,2024-08-16,1,1
ANON_USER_09083,1,20.018,19.62,2024-08-14,2024-08-14,1,1
ANON_USER_09084,1,16.316,17.62,2024-07-21,2024-07-21,1,1
ANON_USER_09085,1,22.394,24.19,2024-11-21,2024-11-21,1,1
ANON_USER_09086,1,33.58,32.11,2024-09-15,2024-09-15,1,1
ANON_USER_09087,1,29.315,25.8,2024-10-21,2024-10-21,1,1
ANON_USER_09088,1,10.181,9.97,2024-08-17,2024-08-17,1,1
ANON_USER_09090,1,24.137,23.65,2024-08-18,2024-08-18,1,1
ANON_USER_09091,1,25.819,25.31,2024-08-04,2024-08-04,1,1
ANON_USER_09093,1,27.562,27.01,2024-09-04,2024-09-04,1,1
ANON_USER_09094,1,27.975,30.22,2024-11-01,2024-11-01,1,1
ANON_USER_09095,1,31.897,31.26,2024-10-19,2024-10-19,1,1
ANON_USER_09096,1,8.746,9.44,2024-07-15,2024-07-15,1,1
ANON_USER_09098,1,15.236,16.45,2024-11-01,2024-11-01,1,1
ANON_USER_09099,1,47.923,32.58,2024-12-12,2024-12-12,1,1
ANON_USER_09100,1,12.789,12.53,2024-08-20,2024-08-20,1,1
ANON_USER_09101,1,18.408,19.88,2024-11-20,2024-11-20,1,1
ANON_USER_09102,1,41.993,41.15,2024-08-12,2024-08-12,1,1
ANON_USER_09103,1,28.147,27.58,2024-10-05,2024-10-05,1,1
ANON_USER_09107,1,12.326,12.08,2024-08-31,2024-08-31,1,1
ANON_USER_09108,1,12.847,13.88,2024-12-13,2024-12-13,1,1
ANON_USER_09110,1,13.533,13.26,2024-10-04,2024-10-04,1,1
ANON_USER_09111,1,44.512,45.08,2024-12-23,2024-12-23,1,1
ANON_USER_09112,1,35.696,38.55,2025-01-01,2025-01-01,1,1
ANON_USER_09116,1,26.385,25.86,2024-08-08,2024-08-08,1,1
ANON_USER_09117,1,17.071,18.43,2024-12-19,2024-12-19,1,1
ANON_USER_09118,1,40.132,39.02,2024-10-22,2024-10-22,1,1
ANON_USER_09119,1,14.376,15.53,2024-11-28,2024-11-28,1,1
ANON_USER_09120,1,14.531,15.69,2024-12-27,2024-12-27,1,1
ANON_USER_09121,1,15.867,15.55,2024-08-16,2024-08-16,1,1
ANON_USER_09124,1,25.138,24.63,2024-09-30,2024-09-30,1,1
ANON_USER_09125,1,7.538,7.38,2024-07-23,2024-07-23,1,1
ANON_USER_09126,1,14.168,8.22,2024-12-19,2024-12-19,1,1
ANON_USER_09127,1,11.611,11.38,2024-09-12,2024-09-12,1,1
ANON_USER_09128,1,20.697,22.35,2025-01-05,2025-01-05,1,1
ANON_USER_09130,1,18.871,20.38,2025-01-06,2025-01-06,1,1
ANON_USER_09131,1,8.515,9.2,2024-12-09,2024-12-09,1,1
ANON_USER_09134,1,15.852,15.53,2024-10-25,2024-10-25,1,1
ANON_USER_09135,1,31.091,18.04,2024-12-14,2024-12-14,1,1
ANON_USER_09136,1,24.053,23.57,2024-10-15,2024-10-15,1,1
ANON_USER_09137,1,17.216,13.43,2024-12-05,2024-12-05,1,1
ANON_USER_09138,1,19.128,13.01,2024-12-28,2024-12-28,1,1
ANON_USER_09139,1,14.648,14.35,2024-10-11,2024-10-11,1,1
ANON_USER_09140,1,31.963,31.33,2024-09-24,2024-09-24,1,1
ANON_USER_09141,1,33.795,33.12,2024-09-10,2024-09-10,1,1
ANON_USER_09143,1,10.219,10.02,2024-10-01,2024-10-01,1,1
ANON_USER_09146,1,22.895,24.73,2025-01-04,2025-01-04,1,1
ANON_USER_09149,1,11.981,11.74,2024-07-25,2024-07-25,1,1
ANON_USER_09151,1,16.184,15.85,2024-10-05,2024-10-05,1,1
ANON_USER_09152,1,18.938,18.45,2024-11-29,2024-11-29,1,1
ANON_USER_09153,1,46.497,45.57,2024-08-02,2024-08-02,1,1
ANON_USER_09154,1,28.754,28.18,2024-08-24,2024-08-24,1,1
ANON_USER_09155,1,46.674,45.74,2024-08-15,2024-08-15,1,1
ANON_USER_09156,1,30.682,30.06,2024-09-11,2024-09-11,1,1
ANON_USER_09157,1,20.651,20.24,2024-08-31,2024-08-31,1,1
ANON_USER_09158,1,14.241,13.96,2024-10-01,2024-10-01,1,1
ANON_USER_09160,1,15.734,15.42,2024-08-07,2024-08-07,1,1
ANON_USER_09162,1,32.41,35.01,2024-12-29,2024-12-29,1,1
ANON_USER_09163,1,62.07,60.83,2024-09-10,2024-09-10,1,1
ANON_USER_09165,1,17.438,17.09,2024-08-18,2024-08-18,1,1
ANON_USER_09167,1,10.604,11.45,2024-12-29,2024-12-29,1,1
ANON_USER_09169,1,26.559,26.02,2024-08-15,2024-08-15,1,1
ANON_USER_09170,1,71.535,41.49,2024-12-13,2024-12-13,1,1
ANON_USER_09171,1,90.837,98.1,2024-12-26,2024-12-26,1,1
ANON_USER_09172,1,66.169,64.84,2024-08-12,2024-08-12,1,1
ANON_USER_09176,1,31.326,24.42,2025-01-02,2025-01-02,1,1
ANON_USER_09177,1,53.508,57.78,2024-11-30,2024-11-30,1,1
ANON_USER_09179,1,3.699,3.63,2024-09-29,2024-09-29,1,1
ANON_USER_09180,1,39.638,38.84,2024-09-15,2024-09-15,1,1
ANON_USER_09181,1,23.502,23.03,2024-08-09,2024-08-09,1,1
ANON_USER_09182,1,21.658,23.39,2024-12-29,2024-12-29,1,1
ANON_USER_09183,1,28.286,30.55,2024-12-27,2024-12-27,1,1
ANON_USER_09184,1,2.334,2.52,2024-12-11,2024-12-11,1,1
ANON_USER_09185,1,36.627,34.42,2024-08-30,2024-08-30,1,1
ANON_USER_09186,1,36.058,35.33,2024-09-29,2024-09-29,1,1
ANON_USER_09187,1,17.913,17.55,2024-09-04,2024-09-04,1,1
ANON_USER_09188,1,54.0,47.55,2024-11-04,2024-11-04,1,1
ANON_USER_09190,1,55.739,32.33,2025-01-01,2025-01-01,1,1
ANON_USER_09191,1,18.288,17.92,2024-08-25,2024-08-25,1,1
ANON_USER_09192,1,40.71,43.97,2024-11-13,2024-11-13,1,1
ANON_USER_09193,1,13.867,13.59,2024-10-03,2024-10-03,1,1
ANON_USER_09195,1,41.373,40.55,2024-10-05,2024-10-05,1,1
ANON_USER_09196,1,9.612,7.5,2024-10-26,2024-10-26,1,1
ANON_USER_09197,1,23.161,22.69,2024-08-24,2024-08-24,1,1
ANON_USER_09199,1,22.794,22.34,2024-10-31,2024-10-31,1,1
ANON_USER_09200,1,8.421,9.09,2024-11-25,2024-11-25,1,1
ANON_USER_09204,1,17.465,17.12,2024-08-11,2024-08-11,1,1
ANON_USER_09205,1,25.392,24.88,2024-09-02,2024-09-02,1,1
ANON_USER_09206,1,16.142,15.82,2024-10-07,2024-10-07,1,1
ANON_USER_09208,1,23.634,23.16,2024-09-12,2024-09-12,1,1
ANON_USER_09209,1,9.446,9.26,2024-08-12,2024-08-12,1,1
ANON_USER_09210,1,44.245,47.79,2024-12-13,2024-12-13,1,1
ANON_USER_09215,1,47.061,46.11,2024-09-12,2024-09-12,1,1
ANON_USER_09218,1,31.633,31.0,2024-08-27,2024-08-27,1,1
ANON_USER_09219,1,24.063,16.36,2024-12-05,2024-12-05,1,1
ANON_USER_09221,1,17.049,16.7,2024-10-02,2024-10-02,1,1
ANON_USER_09224,1,28.323,27.76,2024-08-10,2024-08-10,1,1
ANON_USER_09225,1,44.7,43.81,2024-09-15,2024-09-15,1,1
ANON_USER_09227,1,37.675,19.93,2025-01-06,2025-01-06,1,1
ANON_USER_09230,1,10.166,9.96,2024-10-01,2024-10-01,1,1
ANON_USER_09231,1,21.082,16.44,2024-12-29,2024-12-29,1,1
ANON_USER_09233,1,32.286,31.64,2024-09-05,2024-09-05,1,1
ANON_USER_09234,1,23.545,25.43,2024-07-21,2024-07-21,1,1
ANON_USER_09235,1,30.624,33.07,2024-11-25,2024-11-25,1,1
ANON_USER_09236,1,8.636,8.46,2024-09-28,2024-09-28,1,1
ANON_USER_09239,1,40.064,31.25,2024-11-02,2024-11-02,1,1
ANON_USER_09240,1,38.256,27.77,2025-01-06,2025-01-06,1,1
ANON_USER_09242,1,44.38,45.93,2024-12-28,2024-12-28,1,1
ANON_USER_09243,1,32.857,32.2,2024-09-21,2024-09-21,1,1
ANON_USER_09246,1,65.701,64.39,2024-08-23,2024-08-23,1,1
ANON_USER_09247,1,0.0,0.0,2024-11-26,2024-11-26,1,1
ANON_USER_09248,1,25.728,25.22,2024-10-01,2024-10-01,1,1
ANON_USER_09249,1,23.713,23.24,2024-09-24,2024-09-24,1,1
ANON_USER_09250,1,19.826,13.48,2025-01-03,2025-01-03,1,1
ANON_USER_09251,1,60.585,59.38,2024-08-13,2024-08-13,1,1
ANON_USER_09254,1,15.671,15.35,2024-08-21,2024-08-21,1,1
ANON_USER_09256,1,7.219,7.08,2024-10-11,2024-10-11,1,1
ANON_USER_09257,1,12.029,11.79,2024-08-18,2024-08-18,1,1
ANON_USER_09258,1,27.093,29.26,2024-11-26,2024-11-26,1,1
ANON_USER_09259,1,54.473,58.83,2024-12-18,2024-12-18,1,1
ANON_USER_09260,1,10.207,10.01,2024-10-02,2024-10-02,1,1
ANON_USER_09261,1,34.858,34.16,2024-09-19,2024-09-19,1,1
ANON_USER_09262,1,12.706,12.44,2024-10-01,2024-10-01,1,1
ANON_USER_09263,1,16.812,18.16,2024-12-17,2024-12-17,1,1
ANON_USER_09265,1,29.544,28.95,2024-07-27,2024-07-27,1,1
ANON_USER_09266,1,50.596,54.65,2024-12-13,2024-12-13,1,1
ANON_USER_09268,1,2.5,2.45,2024-10-06,2024-10-06,1,1
ANON_USER_09269,1,56.45,60.97,2024-11-27,2024-11-27,1,1
ANON_USER_09270,1,16.105,15.78,2024-10-13,2024-10-13,1,1
ANON_USER_09271,1,9.203,9.02,2024-09-22,2024-09-22,1,1
ANON_USER_09272,1,14.472,14.18,2024-08-05,2024-08-05,1,1
ANON_USER_09273,1,3.942,3.08,2024-11-30,2024-11-30,1,1
ANON_USER_09275,1,14.789,14.49,2024-10-30,2024-10-30,1,1
ANON_USER_09276,1,30.614,30.0,2024-08-19,2024-08-19,1,1
ANON_USER_09277,1,39.732,42.91,2024-11-20,2024-11-20,1,1
ANON_USER_09278,1,0.0,0.0,2024-08-30,2024-08-30,1,1
ANON_USER_09279,1,18.92,14.76,2024-12-13,2024-12-13,1,1
ANON_USER_09281,1,23.034,22.57,2024-10-04,2024-10-04,1,1
ANON_USER_09282,1,15.76,15.44,2024-10-01,2024-10-01,1,1
ANON_USER_09283,1,20.482,20.07,2024-08-03,2024-08-03,1,1
ANON_USER_09284,1,55.527,54.41,2024-09-09,2024-09-09,1,1
ANON_USER_09285,1,49.969,23.99,2024-12-02,2024-12-02,1,1
ANON_USER_09287,1,39.891,29.11,2024-10-30,2024-10-30,1,1
ANON_USER_09288,1,35.068,34.37,2024-09-15,2024-09-15,1,1
ANON_USER_09291,1,6.838,6.7,2024-08-19,2024-08-19,1,1
ANON_USER_09292,1,38.112,41.16,2024-12-15,2024-12-15,1,1
ANON_USER_09293,1,22.69,13.16,2024-12-16,2024-12-16,1,1
ANON_USER_09295,1,8.569,9.25,2024-12-29,2024-12-29,1,1
ANON_USER_09296,1,17.778,17.43,2024-10-26,2024-10-26,1,1
ANON_USER_09299,1,42.819,20.56,2024-12-06,2024-12-06,1,1
ANON_USER_09300,1,21.306,14.49,2024-12-13,2024-12-13,1,1
ANON_USER_09301,1,24.559,24.06,2024-08-19,2024-08-19,1,1
ANON_USER_09302,1,12.108,13.07,2024-11-25,2024-11-25,1,1
ANON_USER_09306,1,71.472,70.04,2024-08-07,2024-08-07,1,1
ANON_USER_09308,1,40.644,43.9,2024-12-10,2024-12-10,1,1
ANON_USER_09309,1,15.853,12.37,2024-11-10,2024-11-10,1,1
ANON_USER_09310,1,33.129,32.47,2024-10-02,2024-10-02,1,1
ANON_USER_09311,1,27.347,26.8,2024-10-05,2024-10-05,1,1
ANON_USER_09314,1,35.789,27.91,2024-11-16,2024-11-16,1,1
ANON_USER_09315,1,35.404,38.23,2025-01-06,2025-01-06,1,1
ANON_USER_09316,1,69.175,67.79,2024-09-24,2024-09-24,1,1
ANON_USER_09317,1,79.765,62.22,2025-01-01,2025-01-01,1,1
ANON_USER_09319,1,12.61,12.36,2024-10-01,2024-10-01,1,1
ANON_USER_09320,1,21.844,21.41,2024-10-05,2024-10-05,1,1
ANON_USER_09321,1,7.944,7.79,2024-08-11,2024-08-11,1,1
ANON_USER_09322,1,23.163,22.7,2024-10-26,2024-10-26,1,1
ANON_USER_09324,1,25.289,24.78,2024-08-12,2024-08-12,1,1
ANON_USER_09325,1,25.303,27.33,2024-11-28,2024-11-28,1,1
ANON_USER_09326,1,26.149,25.62,2024-09-01,2024-09-01,1,1
ANON_USER_09327,1,37.685,36.93,2024-10-02,2024-10-02,1,1
ANON_USER_09328,1,38.209,37.45,2024-10-04,2024-10-04,1,1
ANON_USER_09330,1,16.842,16.51,2024-08-05,2024-08-05,1,1
ANON_USER_09331,1,5.879,5.76,2024-09-08,2024-09-08,1,1
ANON_USER_09335,1,39.024,42.14,2024-11-28,2024-11-28,1,1
ANON_USER_09336,1,18.093,17.73,2024-08-23,2024-08-23,1,1
ANON_USER_09337,1,42.933,42.07,2024-07-28,2024-07-28,1,1
ANON_USER_09338,1,29.273,18.63,2024-12-30,2024-12-30,1,1
ANON_USER_09341,1,39.861,39.06,2024-08-13,2024-08-13,1,1
ANON_USER_09342,1,25.231,24.73,2024-10-27,2024-10-27,1,1
ANON_USER_09343,1,14.336,15.48,2025-01-05,2025-01-05,1,1
ANON_USER_09344,1,30.695,30.09,2024-10-04,2024-10-04,1,1
ANON_USER_09345,1,18.523,20.0,2024-12-22,2024-12-22,1,1
ANON_USER_09346,1,30.568,33.01,2024-07-21,2024-07-21,1,1
ANON_USER_09347,1,19.595,21.17,2025-01-02,2025-01-02,1,1
ANON_USER_09350,1,22.48,22.03,2024-08-25,2024-08-25,1,1
ANON_USER_09353,1,29.085,28.51,2024-08-16,2024-08-16,1,1
ANON_USER_09356,1,55.236,43.08,2024-12-25,2024-12-25,1,1
ANON_USER_09357,1,29.8,29.2,2024-10-03,2024-10-03,1,1
ANON_USER_09359,1,26.379,25.85,2024-10-23,2024-10-23,1,1
ANON_USER_09361,1,14.893,13.09,2024-12-26,2024-12-26,1,1
ANON_USER_09364,1,19.314,20.86,2024-11-01,2024-11-01,1,1
ANON_USER_09366,1,21.407,23.12,2025-01-01,2025-01-01,1,1
ANON_USER_09369,1,33.661,29.62,2024-11-18,2024-11-18,1,1
ANON_USER_09370,1,11.655,9.09,2024-11-24,2024-11-24,1,1
ANON_USER_09371,1,43.282,25.1,2025-01-05,2025-01-05,1,1
ANON_USER_09373,1,8.445,9.12,2024-11-07,2024-11-07,1,1
ANON_USER_09375,1,57.341,56.2,2024-07-26,2024-07-26,1,1
ANON_USER_09376,1,21.534,23.26,2024-11-19,2024-11-19,1,1
ANON_USER_09380,1,57.021,55.88,2024-10-06,2024-10-06,1,1
ANON_USER_09381,1,8.802,8.62,2024-10-30,2024-10-30,1,1
ANON_USER_09382,1,46.19,49.88,2024-07-14,2024-07-14,1,1
ANON_USER_09383,1,31.43,30.8,2024-10-07,2024-10-07,1,1
ANON_USER_09384,1,15.659,15.35,2024-10-20,2024-10-20,1,1
ANON_USER_09387,1,16.787,18.13,2024-11-07,2024-11-07,1,1
ANON_USER_09388,1,19.307,20.85,2024-12-21,2024-12-21,1,1
ANON_USER_09389,1,43.55,42.68,2024-10-29,2024-10-29,1,1
ANON_USER_09390,1,15.005,14.7,2024-08-07,2024-08-07,1,1
ANON_USER_09392,1,18.984,18.61,2024-08-09,2024-08-09,1,1
ANON_USER_09393,1,32.483,35.08,2024-12-06,2024-12-06,1,1
ANON_USER_09394,1,27.977,30.22,2024-11-21,2024-11-21,1,1
ANON_USER_09395,1,54.933,59.33,2024-12-07,2024-12-07,1,1
ANON_USER_09397,1,14.803,14.5,2024-10-04,2024-10-04,1,1
ANON_USER_09399,1,9.688,10.46,2024-11-03,2024-11-03,1,1
ANON_USER_09400,1,41.86,28.46,2025-01-06,2025-01-06,1,1
ANON_USER_09401,1,15.102,11.78,2024-11-03,2024-11-03,1,1
ANON_USER_09402,1,10.922,11.79,2024-11-06,2024-11-06,1,1
ANON_USER_09403,1,9.982,9.78,2024-07-30,2024-07-30,1,1
ANON_USER_09404,1,12.465,12.22,2024-10-14,2024-10-14,1,1
ANON_USER_09408,1,27.204,29.38,2024-12-21,2024-12-21,1,1
ANON_USER_09409,1,28.314,30.58,2024-11-29,2024-11-29,1,1
ANON_USER_09410,1,11.587,11.36,2024-09-17,2024-09-17,1,1
ANON_USER_09414,1,52.849,41.22,2024-10-29,2024-10-29,1,1
ANON_USER_09415,1,14.642,9.95,2024-12-10,2024-12-10,1,1
ANON_USER_09418,1,25.997,25.48,2024-09-08,2024-09-08,1,1
ANON_USER_09420,1,42.034,41.19,2024-10-08,2024-10-08,1,1
ANON_USER_09421,1,44.847,48.44,2024-11-29,2024-11-29,1,1
ANON_USER_09423,1,27.466,28.22,2024-12-13,2024-12-13,1,1
ANON_USER_09424,1,10.947,10.73,2024-10-26,2024-10-26,1,1
ANON_USER_09427,1,12.179,11.94,2024-10-27,2024-10-27,1,1
ANON_USER_09428,1,17.548,18.78,2024-11-03,2024-11-03,1,1
ANON_USER_09430,1,44.481,43.59,2024-10-01,2024-10-01,1,1
